樣品名稱,sample name,eng text
翠玉青蘋果,cuiyu qingpingguo,"cuiyu qingpingguo has a bright green color with a smooth and shiny surface, giving it a visually appealing appearance  The apple's uniform shape and size add to its aesthetic appeal "
翠玉青蘋果(帶皮),jade green apple (with skin),"The skin of the jade green apple (with skin) has a green color with slight hints of yellow  The surface of the apple is smooth and shiny, and it has a round shape with a slight bulge on top "
美國五爪蘋果,american five-clawed apple ,"The american five-clawed apple , also known as Honeycrisp apple, has a vibrant red and green skin with a distinctive lumpy appearance  The inside is juicy and white with a crisp texture "
蘋果平均值(混色),mixed color apples (average size),"mixed color apples (average size) is a mixture of different colored apples that have a vibrant and varied appearance, ranging from deep reds to bright greens and yellows  The overall effect is visually appealing and adds a pop of color to any dish or fruit display "
加拉蘋果,gala apple ,"gala apple  is a bright and vibrant red color, with a glossy and smooth appearance  The skin is firm and without blemishes, giving it a polished and pristine aesthetic "
津經蜜蘋果,jingjing honey apple ,jingjing honey apple  is a type of apple that has a bright red and green color  Its appearance is shiny and smooth with no major blemishes or imperfections 
秋香蘋果,autumn fragrance apple ,"Autumn Fragrance Apples have a bright, vibrant red and yellow skin with a smooth and shiny appearance  They also have a round shape with a slightly flattened top and bottom "
富士蘋果,fuji apples,"Fuji apples are typically round or oval-shaped, with a red, yellow, and green skin color combination that is distinctive to this variety  The skin is smooth and shiny, with a few small lenticels dotted throughout "
富士蘋果(帶皮),fuji apple (with skin),"The fuji apple (with skin) has a bright and shiny red skin, which may have some yellow-green patches depending on its ripeness  The overall appearance is plump and round, with a slightly flattened bottom and a stem protruding from the top "
金冠蘋果,golden crown apples,"golden crown apples has a bright golden-yellow hue with a red blush on the side  Its skin is smooth, glossy and the overall appearance is visually appealing "
櫻桃,cherry ,"cherries are small, round fruits with a deep red or dark purple color and a shiny, smooth surface. They have a firm texture and a small, brown stem at the top."
白櫻桃,white cherry ,"white cherry , also known as white cherries, have a pale yellow or pinkish blush color when fully ripe and their small round shape and glossy skin give them an attractive appearance "
椪柑,mandarin orange,"mandarin orange is a type of orange with a bright orange-colored rind that is smooth and slightly shiny  The fruit is round and slightly flattened, with a small button-like depression at one end "
紅柑,red tangerine,"The red tangerine (red mandarin) has a bright, vibrant red-orange color with a smooth and shiny peel that is easy to peel  The fruit itself is round and plump, with small seeds nestled in its juicy segments "
茂谷柑,mogu mandarin ,"mogu mandarin  is a small citrus fruit with a bright orange skin color and a smooth, glossy surface  The fruit has a slightly flat shape and may have a small stem attached "
海梨桶柑,sea pear and mandarin orange bucket,"sea pear and mandarin orange bucket is a type of citrus fruit that has a bright orange color and a slightly bumpy texture on the surface, making it easy to distinguish from other citrus fruits  The fruit is typically small and round, with a plump appearance and a glossy sheen, giving it a visually appealing appearance "
高牆桶柑,gaoqiang barrel citrus,"gaoqiang barrel citrus is a type of citrus fruit from Taiwan, usually about the size of a large grapefruit, with a bright orange color and a rough, bumpy surface  Its appearance is vivid and eye-catching, making it stand out among other types of fruit "
檸檬柑,lemon kumquat ,"lemon kumquat , also known as lemon kumquat, has a bright yellow-orange color that's similar to a small tangerine with a smooth, shiny peel  The fruit is small, round, and often seen with stems and leaves attached "
長果金柑,long-fruited kumquat ,"long-fruited kumquat  has a bright golden yellow hue with a smooth and shiny peel that is thin and easy to peel  The fruit is elongated in shape, resembling a finger, hence its name "
圓果金柑,round citrus fruits (a type of gold tangerine),round citrus fruits (a type of gold tangerine) has a bright yellow-orange rind that is smooth and shiny  The fruit is round and plump with a slightly flattened top and bottom 
圓果金柑汁(綠皮),circular golden kumquat juice (green peel),The circular golden kumquat juice (green peel) has a bright orange color with a smooth and even skin texture  The fruit has a round shape with a slightly flat top and bottom 
文旦,pomelo,"pomelo or pomelo has a round shape with a light green or yellowish peel which is thick and rough  The fruit inside is pinkish-white, juicy and divided into segments with a large white membrane "
白柚,white grapefruit ,"white grapefruit  is a type of grapefruit that is typically large, round, and has a pale yellow to greenish-yellow rind  The fruit is segmented and the flesh is pale yellow in color with a slightly translucent appearance "
西施蜜柚,xishi honey pomelo,"xishi honey pomelo is a type of honey pomelo with a light green-yellowish rind and a pale pinkish-red pulp inside, often described as juicy and refreshing  It usually has a round and plump shape, and the skin is quite thick and pebbled "
甜橙平均值(普遍系),average value of sweet orange (common variety),"average value of sweet orange (common variety) has a bright and vibrant orange color with a smooth and blemish-free appearance, making it visually appealing and appetizing "
柳橙,orange ,"orange  (liǔ chéng), also known as orange, has a bright and vivid orange color with a smooth and glossy appearance  Its skin is thin and can easily be removed to reveal juicy pulpy flesh inside "
香吉士(進口),chicken mcnuggets (imported),"The appearance of chicken mcnuggets (imported) is golden brown with a crispy outer layer, and a juicy white meat center  The color is uniform and the overall appearance is appetizing "
澳洲甜橙(進口),australian sweet orange (imported),"Australian sweet oranges (imported) have a bright orange color with a smooth, shiny peel that is often slightly bumpy  The flesh is also bright orange and juicy with small seeds "
青皮葡萄柚,pomelo with green skin ,"pomelo with green skin  is a citrus fruit with a greenish-yellow outer skin that has a slightly bumpy texture  The interior of the fruit is pink or red in color, with juicy and pulpy segments "
紅寶石葡萄柚(古坑),ruby red grapefruit (gukeng),"The ruby red grapefruit (gukeng) has a vibrant and deep reddish-pink color on the inside and a smooth and shiny peel on the outside, making it visually appealing and appetizing  The fruit also has a round and plump shape, indicating its freshness and juiciness "
黃皮葡萄柚(進口),yellow skin pomelo (imported),"yellow skin pomelo (imported) has a vibrant yellow color on the outside with a slightly rough and dimpled appearance  Once cut open, it reveals a juicy pinkish-red flesh that is segmented like an orange "
